survey_id,encounter_id,response_date,overall_satisfaction,communication_with_nurses,communication_with_doctors,cleanliness_score,would_recommend
SRV-406351,ENC-14628,2024-02-04,5.7,6.0,5.5,4.3,Yes
SRV-646691,ENC-10591,2024-05-23,3.5,3.2,3.7,6.1,No
SRV-687729,ENC-11114,2024-09-13,5.3,4.9,5.9,2.2,Yes
SRV-922012,ENC-14020,2024-03-06,7.9,8.0,9.4,7.1,No
SRV-510198,ENC-14211,2024-07-07,3.8,5.3,4.5,5.4,No
SRV-910597,ENC-13062,2024-07-22,10.0,10.0,10.0,8.1,Yes
SRV-860731,ENC-92187,2024-11-29,7.8,6.5,9.5,8.6,No
SRV-513902,ENC-14563,2024-05-11,8.4,10.0,10.0,6.3,Yes
SRV-276938,ENC-14518,2024-10-22,10.0,10.0,8.7,9.8,Yes
SRV-919010,ENC-13286,2024-03-13,5.7,4.3,7.5,3.4,No
SRV-660645,ENC-11106,2024-02-20,7.9,8.1,7.5,9.6,No
SRV-293581,ENC-90711,2024-03-23,7.0,5.4,7.3,5.8,Yes
SRV-634877,ENC-12510,2024-08-18,9.1,9.0,7.7,10.0,Yes
SRV-562885,ENC-10684,2024-06-11,9.0,9.9,10.0,7.6,Yes
SRV-672277,ENC-10020,2024-09-24,5.8,5.9,6.2,1.0,Yes
SRV-262996,ENC-13971,2024-09-02,6.5,5.2,6.3,8.9,Yes
SRV-129283,ENC-14093,2024-02-15,7.7,6.5,7.7,5.3,Yes
SRV-349896,ENC-14671,2024-05-19,8.4,10.0,9.4,9.0,Yes
SRV-138524,ENC-14500,2024-12-11,5.4,4.1,7.1,7.1,No
SRV-548848,ENC-11370,2024-07-26,9.6,8.9,10.0,10.0,Yes
SRV-643071,ENC-10715,2024-08-16,6.9,7.6,7.3,10.0,Yes
SRV-478414,ENC-13135,2024-09-29,9.3,10.0,10.0,9.3,Yes
SRV-783223,ENC-14131,2024-10-08,7.5,5.9,7.6,10.0,No
SRV-537946,ENC-11037,2024-02-23,3.8,4.1,4.9,4.9,No
SRV-764133,ENC-14812,2024-01-25,2.3,2.3,3.0,1.8,No
SRV-914684,ENC-12598,2024-02-27,8.3,8.1,7.4,5.0,No
SRV-414289,ENC-14410,2024-04-24,10.0,10.0,9.9,8.8,Yes
SRV-719768,ENC-12572,2024-01-16,7.4,6.5,7.3,7.2,Yes
SRV-149133,ENC-90379,2024-05-01,6.8,6.6,7.1,10.0,No
SRV-162951,ENC-10233,2024-07-06,4.2,5.6,4.1,1.0,No
SRV-608261,ENC-10047,2024-05-27,9.5,8.0,9.4,7.7,Yes
SRV-793109,ENC-11590,2024-07-27,4.4,3.5,4.4,2.9,No
SRV-650768,ENC-12766,2024-11-18,9.2,10.0,8.3,8.7,Yes
SRV-763558,ENC-12418,2024-10-09,6.3,5.8,4.7,5.3,No
SRV-919116,ENC-14845,2024-05-14,8.4,8.9,9.9,7.9,Yes
SRV-664789,ENC-14441,2024-08-20,7.1,6.6,7.2,8.6,Yes
SRV-151150,ENC-10400,2024-01-12,7.5,6.9,8.8,5.1,Yes
SRV-820141,ENC-12414,2024-12-22,5.1,2.7,5.7,6.4,No
SRV-705458,ENC-94298,2024-07-19,4.9,6.5,6.8,4.6,No
SRV-516094,ENC-14218,2024-06-26,1.8,1.1,1.8,2.0,No
SRV-423218,ENC-11656,2024-12-12,6.7,6.9,7.9,9.9,No
SRV-745647,ENC-10588,2024-11-18,1.7,1.9,2.6,1.0,No
SRV-554906,ENC-12272,2024-08-04,10.0,10.0,10.0,6.2,Yes
SRV-185808,ENC-93135,2024-09-20,6.8,6.0,7.2,5.9,Yes
SRV-822944,ENC-12734,2024-07-12,7.8,7.5,6.4,10.0,Yes
SRV-762665,ENC-11184,2024-01-27,6.3,6.8,8.3,4.9,No
SRV-782010,ENC-12832,2024-08-10,5.6,6.9,6.0,4.6,Yes
SRV-504315,ENC-14383,2024-06-23,7.9,7.6,8.0,7.5,Yes
SRV-571025,ENC-10918,2024-03-05,7.2,8.1,6.9,7.1,No
SRV-806748,ENC-10273,2024-09-27,9.9,10.0,10.0,10.0,Yes
SRV-827802,ENC-12888,2024-03-17,10.0,7.7,10.0,10.0,Yes
SRV-577001,ENC-10700,2024-06-05,3.9,5.6,5.3,5.3,No
SRV-522639,ENC-13285,2024-10-30,7.5,5.6,9.0,9.6,No
SRV-504186,ENC-10764,2024-03-04,8.8,9.6,8.0,9.1,Yes
SRV-435816,ENC-14533,2024-08-12,4.1,4.6,5.0,3.7,No
SRV-556573,ENC-11107,2024-04-16,5.9,5.5,6.3,4.4,No
SRV-261380,ENC-11932,2024-12-28,7.6,7.4,9.5,8.9,Yes
SRV-247516,ENC-12416,2024-08-24,4.6,4.2,5.7,7.2,Yes
SRV-726068,ENC-11072,2024-05-15,4.3,2.9,4.5,3.8,Yes
SRV-517376,ENC-10276,2024-10-06,5.5,4.2,4.3,7.2,Yes
SRV-240044,ENC-13934,2024-07-18,10.0,10.0,10.0,6.5,Yes
SRV-171907,ENC-12629,2024-12-31,9.4,10.0,9.0,8.7,Yes
SRV-177611,ENC-12059,2024-05-07,8.1,7.7,8.2,5.9,Yes
SRV-849572,ENC-14676,2024-10-10,8.7,8.6,8.9,10.0,No
SRV-700534,ENC-12230,2024-03-04,9.9,10.0,9.9,9.7,Yes
SRV-999093,ENC-12701,2024-10-25,10.0,8.4,10.0,10.0,Yes
SRV-731969,ENC-13330,2024-09-14,6.4,5.2,7.9,5.3,No
SRV-939619,ENC-92594,2024-10-24,6.9,7.0,8.9,9.5,Yes
SRV-273483,ENC-10375,2024-10-11,5.3,4.0,5.9,4.8,Yes
SRV-728583,ENC-14772,2024-04-11,6.7,6.7,5.7,3.4,No
SRV-854814,ENC-13186,2024-10-07,10.0,9.8,9.3,10.0,Yes
SRV-425123,ENC-13149,2024-08-02,8.0,9.4,10.0,5.7,No
SRV-735929,ENC-13161,2024-06-11,7.4,7.7,9.9,3.4,No
SRV-604830,ENC-14360,2024-11-15,8.1,6.4,7.0,2.9,No
SRV-353912,ENC-10895,2024-10-06,7.9,6.4,9.4,6.3,Yes
SRV-712175,ENC-10922,2024-10-05,7.1,6.7,7.8,9.8,Yes
SRV-418024,ENC-13493,2024-04-20,4.1,4.9,5.9,3.1,Yes
SRV-104955,ENC-11550,2024-11-09,8.3,8.0,10.0,8.1,Yes
SRV-669377,ENC-11610,2024-09-13,7.6,8.1,7.4,6.9,Yes
SRV-109744,ENC-10216,2024-03-16,5.8,5.4,6.5,7.0,Yes
SRV-517842,ENC-13835,2024-11-13,5.8,6.2,5.5,6.8,Yes
SRV-298471,ENC-14115,2024-05-17,7.6,8.1,7.8,10.0,No
SRV-932962,ENC-13347,2024-11-23,7.9,6.8,9.1,10.0,Yes
SRV-869910,ENC-12283,2024-12-13,8.5,8.6,10.0,8.3,Yes
SRV-398683,ENC-14314,2024-09-03,7.0,6.4,5.7,5.4,Yes
SRV-999314,ENC-11118,2024-12-11,5.6,5.0,6.1,5.5,No
SRV-780390,ENC-10686,2024-02-12,1.0,1.4,2.1,1.0,Yes
SRV-846518,ENC-94886,2024-08-30,6.0,4.9,8.4,6.1,No
SRV-611101,ENC-12849,2024-10-28,10.0,9.4,7.5,10.0,Yes
SRV-117623,ENC-10417,2024-04-06,9.5,9.3,10.0,9.9,Yes
SRV-304229,ENC-11017,2024-04-28,5.0,5.5,3.9,5.8,Yes
SRV-278250,ENC-14241,2024-01-02,7.7,9.2,9.2,8.8,No
SRV-589771,ENC-11093,2024-09-10,9.4,9.8,9.9,10.0,Yes
SRV-633546,ENC-11293,2024-05-23,6.6,5.7,5.5,7.6,No
SRV-753999,ENC-11837,2024-04-12,8.0,6.6,5.9,6.1,No
SRV-887187,ENC-10584,2024-02-14,5.9,5.6,7.2,5.1,Yes
SRV-906818,ENC-11068,2024-04-15,9.3,9.1,10.0,10.0,Yes
SRV-122402,ENC-12783,2024-01-06,6.4,7.4,5.9,5.1,No
SRV-628405,ENC-10083,2024-02-27,7.1,8.5,7.0,7.0,Yes
SRV-703957,ENC-12811,2024-08-21,5.5,6.3,7.2,7.4,No
SRV-126929,ENC-13206,2024-10-31,8.5,7.7,8.6,8.5,Yes
SRV-287159,ENC-11854,2024-11-26,8.4,8.1,8.9,9.4,Yes
SRV-970362,ENC-13814,2024-09-04,8.5,8.8,9.6,8.7,Yes
SRV-236984,ENC-10700,2024-01-06,5.7,3.8,6.7,5.6,Yes
SRV-915831,ENC-10832,2024-03-28,9.5,8.5,9.2,8.0,Yes
SRV-785812,ENC-11872,2024-03-15,6.5,6.6,7.6,7.5,Yes
SRV-714326,ENC-11844,2024-09-10,4.1,3.7,3.9,7.1,Yes
SRV-474807,ENC-10405,2024-10-22,3.2,3.7,4.6,5.6,No
SRV-619763,ENC-13556,2024-05-17,8.5,7.7,9.7,10.0,Yes
SRV-455845,ENC-11160,2024-02-25,8.3,9.0,8.8,6.8,Yes
SRV-761821,ENC-14036,2024-02-08,8.8,8.6,10.0,8.6,Yes
SRV-160766,ENC-13348,2024-04-17,9.5,8.0,9.2,10.0,Yes
SRV-654202,ENC-11515,2024-02-05,6.7,5.6,7.4,8.2,Yes
SRV-228314,ENC-11915,2024-10-25,7.1,8.0,7.4,5.7,Yes
SRV-484425,ENC-10914,2024-12-24,7.5,7.4,8.3,8.1,Yes
SRV-707003,ENC-14617,2024-08-29,10.0,9.8,9.2,10.0,Yes
SRV-293108,ENC-14191,2024-06-01,6.5,6.0,7.3,2.6,No
SRV-676779,ENC-10464,2024-09-25,6.9,7.2,5.0,10.0,Yes
SRV-361083,ENC-13613,2024-03-04,8.0,8.3,9.2,10.0,No
SRV-123702,ENC-11348,2024-04-20,8.9,8.4,10.0,9.3,Yes
SRV-943192,ENC-13306,2024-09-17,5.1,5.8,5.9,3.2,No
SRV-859338,ENC-14707,2024-12-18,8.8,9.6,7.6,8.0,Yes
SRV-847164,ENC-14645,2024-11-05,7.4,8.7,8.2,7.0,Yes
SRV-525358,ENC-12999,2024-01-19,7.2,5.8,4.7,2.5,Yes
SRV-102392,ENC-13057,2024-02-04,3.7,2.2,4.8,5.1,No
SRV-347592,ENC-10227,2024-02-29,7.9,6.2,7.5,10.0,Yes
SRV-838507,ENC-12307,2024-08-02,9.0,9.1,9.8,9.8,Yes
SRV-421221,ENC-12609,2024-07-23,10.0,9.7,8.8,9.9,Yes
SRV-679435,ENC-14008,2024-12-15,5.3,6.6,5.7,5.5,Yes
SRV-326110,ENC-10041,2024-11-15,8.4,8.9,9.8,6.8,No
SRV-657499,ENC-10657,2024-06-07,9.4,8.8,10.0,10.0,Yes
SRV-879207,ENC-12037,2024-08-15,9.3,10.0,10.0,10.0,Yes
SRV-828489,ENC-12595,2024-11-27,1.0,1.0,2.1,3.4,No
SRV-874378,ENC-11865,2024-07-11,6.9,7.5,8.1,4.5,No
SRV-955401,ENC-11951,2024-09-30,7.0,6.6,7.0,7.3,Yes
SRV-492599,ENC-12653,2024-01-17,7.9,6.9,8.7,8.7,No
SRV-347566,ENC-11091,2024-08-01,6.4,7.2,6.2,7.0,Yes
SRV-450379,ENC-14609,2024-08-11,8.9,7.8,9.8,10.0,No
SRV-280621,ENC-13080,2024-08-12,8.2,7.9,8.4,10.0,No
SRV-438471,ENC-12314,2024-03-05,6.1,3.9,4.4,10.0,No
SRV-886959,ENC-14190,2024-07-11,9.2,8.9,10.0,7.7,No
SRV-898165,ENC-12314,2024-05-28,7.2,6.3,9.8,8.0,No
SRV-304146,ENC-11067,2024-08-09,7.3,9.7,7.1,10.0,Yes
SRV-996395,ENC-11876,2024-04-07,7.5,8.0,8.3,8.0,Yes
SRV-646935,ENC-11030,2024-06-25,10.0,10.0,8.2,10.0,Yes
SRV-578468,ENC-10222,2024-12-20,5.8,6.4,5.6,2.4,No
SRV-376047,ENC-11057,2024-04-21,4.7,4.3,5.5,6.5,Yes
SRV-860158,ENC-10594,2024-12-19,7.6,9.6,9.4,10.0,Yes
SRV-236567,ENC-11846,2024-07-08,6.8,7.9,6.8,5.6,No
SRV-817958,ENC-10995,2024-06-08,7.1,6.3,7.2,4.5,No
SRV-586853,ENC-13986,2024-02-05,6.3,6.2,6.8,6.7,No
SRV-368785,ENC-12952,2024-02-28,3.4,2.9,3.5,2.2,No
SRV-180868,ENC-13560,2024-12-01,3.2,3.7,2.8,4.7,Yes
SRV-159986,ENC-10702,2024-01-26,6.9,6.3,7.3,4.4,Yes
SRV-241441,ENC-10006,2024-07-20,9.1,9.7,9.5,7.2,Yes
SRV-587049,ENC-13712,2024-05-20,5.9,5.3,6.1,2.1,No
SRV-394308,ENC-13110,2024-01-24,6.5,5.8,7.5,7.3,Yes
SRV-114704,ENC-10133,2024-07-22,9.0,8.7,9.8,10.0,Yes
SRV-517602,ENC-14183,2024-05-05,9.0,7.6,10.0,8.4,Yes
SRV-793290,ENC-14631,2024-01-04,3.1,3.7,3.7,7.0,No
SRV-280955,ENC-11880,2024-04-09,6.3,5.9,7.4,7.0,Yes
SRV-876132,ENC-11538,2024-05-23,7.8,6.1,8.4,10.0,Yes
SRV-502959,ENC-10684,2024-07-30,6.9,8.1,7.1,7.1,Yes
SRV-563100,ENC-10558,2024-04-23,4.1,3.8,5.1,7.3,No
SRV-414995,ENC-13590,2024-04-08,7.2,8.4,7.0,4.1,Yes
SRV-826023,ENC-10368,2024-06-19,4.9,5.5,3.4,1.0,No
SRV-170200,ENC-14827,2024-07-28,8.0,8.7,9.1,5.7,No
SRV-230016,ENC-14703,2024-08-25,5.1,5.9,7.5,4.0,Yes
SRV-919176,ENC-10271,2024-02-19,9.6,8.8,10.0,10.0,Yes
SRV-299925,ENC-12453,2024-10-18,5.2,6.5,6.3,5.8,No
SRV-645219,ENC-93230,2024-12-08,7.2,7.2,7.0,6.6,Yes
SRV-307375,ENC-10095,2024-10-29,7.2,5.5,9.1,10.0,No
SRV-602997,ENC-10141,2024-04-24,4.7,3.5,5.4,6.5,Yes
SRV-304602,ENC-14555,2024-06-15,7.7,6.5,8.6,8.4,Yes
SRV-370180,ENC-13731,2024-06-02,6.0,7.1,7.8,5.0,No
SRV-973528,ENC-13270,2024-07-12,7.7,8.7,7.5,7.4,Yes
SRV-801669,ENC-13885,2024-09-28,10.0,9.0,10.0,10.0,Yes
SRV-187059,ENC-11569,2024-11-30,5.7,5.4,5.0,1.3,Yes
SRV-257211,ENC-13674,2024-04-26,6.2,4.0,6.3,7.2,Yes
SRV-497524,ENC-13244,2024-11-19,9.1,8.6,10.0,5.6,No
SRV-294751,ENC-14144,2024-08-26,7.0,9.7,9.5,9.0,Yes
SRV-990346,ENC-14279,2024-09-23,10.0,9.5,10.0,10.0,Yes
SRV-603959,ENC-13127,2024-08-19,7.9,7.3,10.0,7.6,Yes
SRV-243699,ENC-11455,2024-02-20,5.5,5.8,4.9,9.8,No
SRV-205430,ENC-11907,2024-04-08,10.0,10.0,10.0,9.3,Yes
SRV-193828,ENC-12207,2024-03-04,6.3,4.9,4.5,6.2,Yes
SRV-986289,ENC-11892,2024-08-06,7.6,8.0,8.7,5.4,Yes
SRV-439102,ENC-10302,2024-06-27,9.4,10.0,10.0,10.0,Yes
SRV-761199,ENC-13560,2024-05-01,4.3,4.8,5.0,4.5,Yes
SRV-330983,ENC-13933,2024-09-06,5.2,5.8,6.5,6.1,No
SRV-256476,ENC-11335,2024-09-02,8.8,10.0,9.7,8.6,Yes
SRV-835139,ENC-12563,2024-01-13,9.4,7.8,10.0,9.8,Yes
SRV-313253,ENC-13356,2024-05-28,8.6,8.5,8.5,8.7,No
SRV-927958,ENC-14972,2024-06-02,7.3,7.5,7.7,7.3,No
SRV-995880,ENC-11626,2024-03-04,7.3,8.6,7.3,7.9,No
SRV-185581,ENC-13942,2024-12-01,5.5,6.9,4.8,6.3,Yes
SRV-838191,ENC-13736,2024-06-26,6.5,5.3,8.5,4.8,No
SRV-654245,ENC-96729,2024-02-20,4.1,2.5,4.1,5.7,Yes
SRV-579222,ENC-14388,2024-07-09,7.3,6.6,8.1,7.6,Yes
SRV-818507,ENC-13858,2024-10-04,8.4,9.0,8.1,9.9,Yes
SRV-825148,ENC-13217,2024-09-05,2.4,1.1,1.0,1.0,Yes
SRV-141235,ENC-10173,2024-01-06,6.2,5.4,5.9,1.5,No
SRV-768235,ENC-12888,2024-12-06,7.0,7.0,10.0,10.0,Yes
SRV-898949,ENC-12691,2024-03-09,8.8,8.3,9.2,7.5,No
SRV-209457,ENC-12144,2024-10-24,7.3,7.5,6.3,5.3,Yes
SRV-915431,ENC-10302,2024-04-14,6.0,5.6,7.1,3.5,No
SRV-423000,ENC-13619,2024-02-20,7.3,7.4,7.4,6.4,Yes
SRV-841498,ENC-12830,2024-10-15,7.7,8.1,8.8,10.0,No
SRV-112502,ENC-14236,2024-12-26,9.3,10.0,9.2,7.2,No
SRV-823659,ENC-13777,2024-04-08,7.4,7.4,8.3,8.0,Yes
SRV-285927,ENC-14663,2024-07-16,5.9,6.3,8.4,5.9,Yes
SRV-367824,ENC-11729,2024-02-28,5.7,5.6,5.0,7.0,No
SRV-505420,ENC-14003,2024-09-28,6.7,8.5,6.7,7.4,No
SRV-683280,ENC-11575,2024-08-29,8.1,7.4,8.7,7.6,Yes
SRV-258094,ENC-12330,2024-03-18,9.1,10.0,9.5,10.0,No
SRV-963867,ENC-11145,2024-05-16,6.3,8.2,5.3,6.2,Yes
SRV-872767,ENC-12921,2024-12-29,7.8,9.2,8.2,10.0,No
SRV-400195,ENC-94656,2024-07-27,4.8,3.5,6.3,8.2,Yes
SRV-439504,ENC-12561,2024-04-27,5.8,6.1,4.7,6.4,No
SRV-597924,ENC-14629,2024-04-28,7.9,9.0,8.1,7.3,Yes
SRV-933181,ENC-13652,2024-09-03,8.2,7.4,8.3,6.7,No
SRV-477003,ENC-10643,2024-05-11,6.6,7.7,8.2,1.4,Yes
SRV-751815,ENC-14251,2024-12-19,5.1,5.0,5.8,4.1,No
SRV-321639,ENC-13051,2024-05-20,6.2,5.5,6.7,5.9,Yes
SRV-943388,ENC-97105,2024-12-13,6.5,6.1,7.3,9.9,No
SRV-147742,ENC-11241,2024-08-28,4.9,5.2,6.2,6.8,No
SRV-960962,ENC-91499,2024-05-13,8.0,7.9,9.0,5.9,No
SRV-657724,ENC-13459,2024-06-13,10.0,8.9,9.6,10.0,Yes
SRV-853717,ENC-10695,2024-12-20,8.8,9.9,10.0,8.1,Yes
SRV-659855,ENC-10109,2024-04-13,8.7,9.4,10.0,10.0,Yes
SRV-890814,ENC-11026,2024-06-29,4.9,5.8,5.9,7.9,Yes
SRV-474780,ENC-12537,2024-12-17,5.5,5.0,4.6,4.8,No
SRV-706205,ENC-10793,2024-02-10,5.1,4.3,7.0,5.4,No
SRV-286323,ENC-11828,2024-01-07,2.2,3.2,2.9,1.2,No
SRV-407115,ENC-11589,2024-02-17,6.7,6.1,7.0,8.6,No
SRV-102080,ENC-13507,2024-05-20,9.0,7.6,9.8,7.5,Yes
SRV-383611,ENC-12263,2024-10-11,10.0,9.0,10.0,7.4,Yes
SRV-329020,ENC-10246,2024-10-12,9.0,7.3,9.9,8.6,Yes
SRV-273967,ENC-12545,2024-09-12,9.3,9.3,10.0,5.1,Yes
SRV-119615,ENC-10988,2024-03-01,3.1,1.8,3.8,4.1,No
SRV-205471,ENC-11736,2024-05-17,9.1,9.6,10.0,10.0,Yes
SRV-649978,ENC-98995,2024-02-03,5.2,6.1,5.8,7.3,No
SRV-734230,ENC-13685,2024-02-09,10.0,10.0,10.0,10.0,Yes
SRV-687262,ENC-10467,2024-06-02,8.3,8.8,9.0,6.1,No
SRV-664918,ENC-11963,2024-10-29,9.5,10.0,10.0,10.0,Yes
SRV-398509,ENC-13728,2024-03-31,7.7,7.2,9.2,8.1,Yes
SRV-399587,ENC-10877,2024-08-17,3.2,2.5,4.5,5.3,No
SRV-834163,ENC-91167,2024-01-24,3.7,2.0,4.4,4.5,No
SRV-871810,ENC-13586,2024-10-19,6.6,5.0,6.2,6.3,No
SRV-435108,ENC-13144,2024-04-16,4.2,3.7,5.3,5.5,No
SRV-569871,ENC-11531,2024-03-22,5.2,3.4,5.8,5.3,No
SRV-317515,ENC-11633,2024-09-09,10.0,9.3,10.0,10.0,Yes
SRV-161061,ENC-12299,2024-02-09,7.6,7.6,10.0,9.4,No
SRV-617296,ENC-13316,2024-07-24,10.0,10.0,8.9,7.4,Yes
SRV-986132,ENC-11242,2024-05-05,7.6,7.2,7.8,6.3,Yes
SRV-591814,ENC-11110,2024-08-18,7.9,8.5,8.6,4.1,Yes
SRV-495631,ENC-13667,2024-11-11,8.4,7.3,7.1,7.0,Yes
SRV-545342,ENC-12094,2024-03-18,9.7,9.0,10.0,5.9,Yes
SRV-254278,ENC-13796,2024-07-07,8.5,6.9,8.7,8.8,Yes
SRV-854956,ENC-93823,2024-09-25,9.7,9.1,10.0,6.6,Yes
SRV-902952,ENC-11132,2024-04-21,10.0,9.5,9.6,10.0,Yes
SRV-500388,ENC-13372,2024-02-29,3.9,4.7,2.4,5.3,No
SRV-131995,ENC-12177,2024-09-13,4.4,4.4,5.1,5.1,No
SRV-975962,ENC-13639,2024-08-23,10.0,9.7,10.0,10.0,Yes
SRV-719872,ENC-14265,2024-07-25,10.0,7.7,10.0,9.7,Yes
SRV-644261,ENC-13414,2024-11-05,8.9,7.3,9.6,8.2,Yes
SRV-480507,ENC-12885,2024-05-26,5.9,5.4,6.4,5.8,No
SRV-883004,ENC-14127,2024-05-24,6.8,8.8,7.4,8.5,No
SRV-943342,ENC-10782,2024-02-28,5.4,5.4,5.5,5.8,No
SRV-501629,ENC-12803,2024-06-28,6.2,5.7,7.6,6.8,No
SRV-448760,ENC-10339,2024-10-24,1.7,1.0,2.3,3.0,No
SRV-482023,ENC-12383,2024-12-05,9.2,9.0,9.7,10.0,Yes
SRV-404805,ENC-14003,2024-01-06,5.5,5.0,8.4,5.2,No
SRV-524449,ENC-91423,2024-02-06,4.9,4.1,2.7,8.3,Yes
SRV-514468,ENC-12625,2024-03-01,10.0,10.0,9.8,10.0,Yes
SRV-743218,ENC-10018,2024-03-25,5.4,6.7,4.6,6.9,Yes
SRV-808636,ENC-14692,2024-07-01,10.0,8.1,9.7,10.0,Yes
SRV-984059,ENC-13931,2024-11-03,8.5,8.9,9.8,7.1,Yes
SRV-354219,ENC-10155,2024-07-14,7.4,6.8,8.4,5.6,No
SRV-613540,ENC-10020,2024-07-28,7.0,7.0,8.5,3.5,No
SRV-196815,ENC-10395,2024-08-10,7.8,7.7,7.6,5.4,Yes
SRV-603844,ENC-13956,2024-03-22,10.0,10.0,9.5,9.5,Yes
SRV-347077,ENC-13948,2024-11-03,7.9,9.1,7.6,5.6,Yes
SRV-943250,ENC-10887,2024-07-06,7.7,6.3,8.7,8.5,No
SRV-286395,ENC-12151,2024-06-12,4.9,6.5,5.6,4.4,No
SRV-172090,ENC-10329,2024-10-27,5.0,4.5,5.8,2.8,Yes
SRV-372439,ENC-13037,2024-11-11,9.0,9.1,10.0,6.0,No
SRV-134165,ENC-14697,2024-10-06,10.0,10.0,9.1,9.6,Yes
SRV-338128,ENC-12724,2024-09-26,5.4,5.3,6.0,4.6,Yes
SRV-253662,ENC-11616,2024-01-25,10.0,10.0,9.0,10.0,Yes
SRV-191337,ENC-10781,2024-02-28,5.0,5.2,6.7,6.7,Yes
SRV-338771,ENC-11197,2024-06-27,5.8,5.2,5.1,7.5,Yes
SRV-450370,ENC-10857,2024-12-20,4.7,5.3,7.1,4.2,No
SRV-249498,ENC-14581,2024-06-27,6.0,6.0,7.2,6.1,Yes
SRV-527200,ENC-13831,2024-09-23,8.9,7.4,10.0,9.8,No
SRV-506602,ENC-11694,2024-01-02,7.7,6.8,7.6,4.9,Yes
SRV-726062,ENC-12139,2024-10-20,6.7,6.9,9.2,6.8,No
SRV-732291,ENC-12819,2024-06-15,8.7,8.0,8.7,10.0,No
SRV-338110,ENC-12105,2024-04-20,9.3,10.0,10.0,10.0,No
SRV-475689,ENC-10027,2024-07-11,6.3,4.9,8.0,8.8,Yes
SRV-726026,ENC-13944,2024-08-08,6.2,7.2,6.9,7.7,Yes
SRV-228103,ENC-12892,2024-04-29,5.2,5.2,5.8,4.1,Yes
SRV-581863,ENC-98060,2024-07-09,10.0,8.8,10.0,7.9,Yes
SRV-858097,ENC-13389,2024-08-27,9.2,8.1,10.0,9.9,Yes
SRV-134320,ENC-13772,2024-11-06,8.5,7.9,9.4,6.2,Yes
SRV-382424,ENC-93590,2024-01-26,8.5,8.1,9.5,10.0,Yes
SRV-675137,ENC-12228,2024-12-27,7.6,8.6,8.0,7.2,Yes
SRV-414828,ENC-10225,2024-03-18,10.0,8.6,10.0,10.0,Yes
SRV-302320,ENC-10389,2024-10-14,4.2,2.2,4.8,1.0,No
SRV-275452,ENC-12697,2024-08-18,5.3,4.5,5.4,6.6,No
SRV-618313,ENC-10188,2024-07-31,8.4,8.6,8.3,8.0,No
SRV-984947,ENC-11979,2024-06-12,6.2,5.1,6.2,6.3,No
SRV-154860,ENC-11035,2024-03-05,5.0,4.6,6.1,5.7,Yes
SRV-664888,ENC-13818,2024-05-01,6.9,5.9,6.9,3.9,Yes
SRV-284206,ENC-12696,2024-01-02,5.8,6.8,6.8,4.5,Yes
SRV-253333,ENC-11100,2024-09-22,9.7,9.7,10.0,10.0,Yes
SRV-417393,ENC-14649,2024-05-14,10.0,10.0,10.0,10.0,Yes
SRV-769381,ENC-14975,2024-05-07,7.0,7.7,6.9,9.0,No
SRV-836427,ENC-11145,2024-09-28,5.4,8.2,5.5,6.9,No
SRV-993980,ENC-13097,2024-04-22,7.9,7.8,9.8,7.8,Yes
SRV-904864,ENC-11862,2024-10-28,6.5,7.3,5.3,5.1,Yes
SRV-582834,ENC-14351,2024-05-09,8.9,9.7,10.0,10.0,Yes
SRV-166233,ENC-11734,2024-06-19,6.7,7.2,7.2,6.9,Yes
SRV-376738,ENC-14362,2024-05-22,10.0,8.9,10.0,8.7,Yes
SRV-213525,ENC-13669,2024-02-02,8.5,8.7,8.0,7.3,Yes
SRV-695378,ENC-12197,2024-05-13,7.7,6.6,9.5,7.5,Yes
SRV-379819,ENC-12386,2024-11-23,7.6,6.6,8.2,6.7,Yes
SRV-358851,ENC-14996,2024-07-09,5.2,6.1,5.7,8.4,Yes
SRV-171261,ENC-10036,2024-11-25,10.0,9.5,8.3,9.5,Yes
SRV-615786,ENC-14980,2024-12-31,8.0,8.1,8.8,9.6,No
SRV-661300,ENC-10685,2024-04-07,7.1,5.9,9.1,6.8,No
SRV-568525,ENC-14473,2024-06-20,7.9,7.6,9.8,8.1,Yes
SRV-878261,ENC-14892,2024-02-23,8.6,9.1,8.4,10.0,Yes
SRV-690676,ENC-14589,2024-02-16,8.8,8.5,9.1,8.6,Yes
SRV-172425,ENC-13008,2024-09-08,6.3,7.6,7.0,6.9,No
SRV-359383,ENC-13189,2024-03-31,5.2,4.4,4.5,7.1,No
SRV-940204,ENC-14474,2024-01-02,6.7,6.4,9.8,8.5,Yes
SRV-581865,ENC-11307,2024-01-26,8.1,7.7,9.8,6.2,Yes
SRV-297475,ENC-10345,2024-04-12,10.0,10.0,10.0,9.6,Yes
SRV-969561,ENC-12025,2024-03-22,10.0,10.0,10.0,10.0,Yes
SRV-605498,ENC-10916,2024-07-25,6.1,5.1,7.2,5.1,Yes
SRV-106646,ENC-14448,2024-09-18,6.1,6.6,7.4,7.5,No
SRV-304700,ENC-10142,2024-01-01,8.1,7.5,9.2,7.5,Yes
SRV-527186,ENC-10098,2024-03-18,8.0,8.8,10.0,9.5,Yes
SRV-192852,ENC-14781,2024-05-24,8.2,6.7,8.6,7.5,Yes
SRV-600875,ENC-14178,2024-01-30,1.1,2.5,2.0,1.9,No
